dep_id	fips	quad	huc
10010516	f30049	q48114SEH3	h10030102
10010517	f30049	q48114SEH3	h10030102
10010518	f30049	q48114SEG3	h10030102
10010519	f30049	q48114SEH4	h10030101
10010520	f30049	q48114SEB4	h17010203
10010521	f30049	q48114SEC3	h10030102
10010522	f30057	q46112NWB4	h10020007
10010523	f30031	q46112NWC2	h10020005
10010524	f30031	q46112SWG2	h10020008
10010525	f30031	q46112SWF2	h10020008
10010526	f30031	q46112SWG2	h10020008
10010527	f30031	q46112SWF1	h10020008
10010529	f30057	q46112SWA3	h10020003
10010530	f30057	q46112NWC4	h10020007
10010531	f30057	q46112SWC1	h10020007
10010532	f30057	q46112NWB4	h10020007
10010533	f30057	q46112NWA4	h10020007
10010534	f30057	q46112SWA2	h10020003
10010535	f30057	q46112NWA3	h10020005
10010536	f30097	q46112SEG2	h10070002
10010537	f30067	q46112SEH4	h10070005
10010538	f30067	q46112SEH4	h10070001
10010541	f30057	q46112NWB4	h10020005
10010542	f30057	q46112SWA2	h10020003
10010543	f30031	q46112SWG2	h10020008
10010544	f30057	q46112SWB3	h10020007
10010545	f30057	q46112SWB4	h10020007
10010546	f30057	q46112NWA2	h10020005
10010547	f30067	q46112SED2	h10070002
10010548	f30097	q46112SEG2	h10070002
10010549	f30057	q46114SEH1	h10020003
10010550	f30043	q46114NEE1	h10020005
10010551	f30057	q46114SEH1	h10020003
10010552	f30043	q46114NEF2	h10020005
10010553	f30093	q46114NED2	h10020004
10010554	f30093	q46114NED2	h10020004
10010555	f30093	q46114NEC2	h10020004
10010556	f30093	q46114NEE2	h10020005
10010557	f30093	q46114NEE2	h10020005
10010558	f49027	q39114NEB4	h16030007
10010559	f49027	q40114SEA1	h16030005
10010560	f49027	q39114NWA2	h16020301
10010561	f49027	q39114NWA2	h16020301
10010562	f49027	q39116NEH2	h16020301
10010563	f49001	q39114SEA3	h16030007
10010564	f49001	q39114SEA3	h16030007
10010565	f49001	q39114SEA3	h16030007
10010566	f49027	q39114NEB4	h16030007
10010567	f49027	q39114NEB4	h16030007
10010568	f49027	q39114NWA1	h16020301
10010569	f49027	q39114NWB4	h16020302
10010570	f49001	q39114NEB4	h16030007
10010571	f49027	q39114NEB4	h16030007
10010572	f49027	q39114NEB2	h16030008
10010573	f49027	q39114NEB2	h16030008
10010574	f49027	q39114NEB2	h16030008
10010575	f49027	q39114NEB2	h16030008
10010576	f49027	q40114SWF1	h16030005
10010577	f49027	q39114NEB3	h16030007
10010578	f49027	q39114NEB3	h16030007
10010579	f49027	q39114NEB3	h16030007
10010580	f49027	q39114NEA2	h16030008
10010581	f49027	q40114SEA2	h16030005
10010582	f49027	q40114SWE3	h16020303
10010583	f49027	q40114SWE3	h16020303
10010585	f49027	q39114NEB3	h16030008
10010586	f49027	q39116NEH1	h16020301
10010587	f49027	q39114NWF2	h16020303
10010588	f49027	q39116NEH1	h16020301
10010589	f49001	q39114SWA2	h16020301
10010590	f49001	q39114SWG2	h16030007
10010591	f49001	q39114NWC4	h16020302
10010593	f49001	q39114NWH4	h16030007
10010594	f49001	q39114NED4	h16030007
10010595	f49001	q39114NED4	h16030007
10010596	f49001	q39114SEA2	h16030007
10010597	f49001	q39114SEB2	h16030007
10010598	f49001	q39114SEA2	h16030007
10010599	f49001	q39114SWE3	h16030006
10010600	f49001	q39114SWB2	h16020302
10010601	f49001	q39114NEC4	h16030007
10010602	f49001	q39114SEA1	h16030007
10010603	f49001	q39114SEA1	h16030007
10010604	f49001	q39114SWD3	h16020302
10010605	f49001	q39114SWD3	h16020302
10010606	f49001	q39114SWD3	h16020302
10010607	f49021	q39114SWD3	h16030006
10010608	f49001	q39114SWD3	h16030006
10010609	f49001	q39114SWD3	h16030006
10010610	f49001	q39114SED1	h16030007
10010611	f49001	q39114NWC4	h16020302
10010612	f49001	q39114SEC3	h16030007
10010613	f49001	q39114SED3	h16030007
10010614	f49001	q39114SED3	h16030007
10010615	f49001	q39114SWD2	h16020302
10010616	f49001	q39114SEC3	h16030007
10010617	f49001	q39114SEC3	h16030007
10010618	f49001	q39114SWG2	h16030007
10010619	f49027	q40114SWH3	h16030005
10010620	f49027	q40114SWH3	h16030005
10010621	f49027	q40114SWG4	h16030009
10010622	f49027	q40114SWG4	h16030009
10010623	f49027	q40114SWG4	h16030009
10010624	f49027	q39114NEE1	h16030005
10010625	f49027	q39114NED1	h16030005
10010626	f49003	q42114NED4	h16020309
10010627	f49027	q40114SEH4	h16030005
10010628	f49027	q40114SEH3	h16030005
10010629	f49027	q40114SEG3	h16030005
10010630	f49027	q40114SEG3	h16030005
10010631	f49027	q40114SWH3	h16030009
10010632	f49027	q40114SED1	h16030005
10010633	f49027	q40114SED2	h16030005
10010634	f49027	q40114SED2	h16030005
10010635	f49027	q39114NEA2	h16030008
10010636	f49027	q40114SWD4	h16020303
10010637	f49027	q40114SWC4	h16020301
10010638	f49027	q39114NEA3	h16030007
10010639	f49027	q39114NEA3	h16030007
10010640	f49027	q39114NEA3	h16030007
10010641	f49001	q39114SEA2	h16030007
10010642	f49027	q39114NEF1	h16030005
10010643	f49027	q39114NEF1	h16030005
10010644	f49027	q39114NEF1	h16030005
10010645	f49027	q39114NED4	h16030007
10010646	f49027	q40114SEF4	h16030005
10010647	f49027	q40114SEF4	h16030005
10010648	f49027	q40114SEF4	h16030005
10010649	f49027	q39114NEE2	h16030005
10010650	f49027	q39114NEE2	h16030005
10010651	f49027	q39114NEE2	h16030008
10010652	f49027	q40114SEF3	h16030005
10010653	f49027	q40114SEE3	h16030005
10010654	f49027	q39114NEE2	h16030008
10010655	f49027	q40114SEF3	h16030005
10010656	f49027	q39114NED4	h16030007
10010657	f49027	q40114SEF3	h16030005
10010658	f49027	q40114SEE2	h16030005
10010659	f49027	q40114SEE2	h16030005
10010660	f49027	q40114SWH2	h16030005
10010661	f49027	q40114SWH2	h16030005
10010662	f49027	q39114NED2	h16030008
10010663	f49027	q39114NED2	h16030008
10010664	f49027	q39114NEE1	h16030005
10010665	f49027	q39114NEE1	h16030005
10010666	f49027	q40114SEF1	h16030005
10010667	f49027	q40114SEF1	h16030005
10010668	f49027	q40114SEE2	h16030005
10010669	f49027	q40114SEC3	h16030005
10010670	f49027	q40114SED4	h16030008
10010671	f49027	q40114SED3	h16030008
10010672	f49027	q40114SWE3	h16020303
10010673	f49027	q40114SWE4	h16020303
10010674	f49027	q40114SEA2	h16030005
10010675	f49027	q40114SEC2	h16030005
10010676	f49027	q40114SEA3	h16030005
10010677	f49001	q39114SWH3	h16030007
10010678	f49001	q39114SWH3	h16030007
10010679	f49001	q39114SWH3	h16030007
10010680	f49027	q39114NWE4	h16030009
10010681	f49027	q39114NED3	h16030007
10010682	f49027	q39114NED3	h16030008
10010683	f49027	q39114NED3	h16030008
10010684	f49027	q39114NED2	h16030008
10010685	f49027	q40114SEH4	h16030005
10010686	f49027	q40114SEH3	h16030005
10010687	f49027	q40114SEH4	h16030005
10010688	f49027	q40114SEH4	h16030005
10010689	f49027	q39114NEA1	h16030008
10010690	f49027	q40114SWD4	h16020303
10010691	f49027	q40114SWD4	h16020303
10010692	f49027	q39114NEA2	h16030008
10010693	f49027	q39114NEB3	h16030007
10010694	f49027	q40114SEE4	h16030005
10010695	f49027	q40114SEE4	h16030005
10010696	f49027	q40114SEE4	h16030005
10010697	f49027	q39114NEB2	h16030008
10010698	f49027	q39114NEB2	h16030008
10010699	f49001	q39114SEC1	h16030007
10010700	f49001	q39114SEC1	h16030007
10010701	f49001	q39114SEC1	h16030007
10010702	f49001	q39114SWB3	h16020302
10010703	f49001	q39114NWC4	h16020302
10010704	f49001	q39114SWD2	h16020302
10010705	f49001	q39114SWD2	h16020302
10010706	f49001	q39114SWD2	h16020302
10010707	f49001	q39114SWD2	h16030009
10010708	f49001	q39114SED2	h16030007
10010709	f49001	q39114SWB3	h16020301
10010710	f49001	q39114SEC2	h16030007
10010711	f49001	q39114SED1	h16030007
10010712	f49001	q39114SED2	h16030007
10010713	f49001	q39114SED1	h16030007
10010714	f49001	q39114SEC1	h16030007
10010715	f49001	q39114SED1	h16030007
10010716	f49001	q39114SED1	h16030007
10010717	f49001	q39114NEB4	h16030007
10010718	f49001	q39114SEC1	h16030007
10010719	f49001	q39114SEC2	h16030007
10010720	f49001	q39114SED2	h16030007
10010721	f49001	q39114NEB4	h16030007
10010722	f49001	q39114SED1	h16030007
10010723	f49001	q39114SWA3	h16020301
10010724	f49001	q39114SEB3	h16030007
10010725	f49001	q39114SWE1	h16030009
10010726	f49001	q39114SEA2	h16030007
10010727	f49001	q39114SEB2	h16030007
10010728	f49001	q39114SEC1	h16030007
10010729	f49001	q39114SWB3	h16020302
10010730	f49001	q39114SWB3	h16020302
10010731	f49001	q39114SED2	h16030007
10010732	f49027	q40114SWE3	h16020303
10010733	f49027	q40114SWE3	h16020303
10010734	f49027	q39114NED4	h16030007
10010735	f49027	q39114NED3	h16030007
10010736	f49027	q39114NEA1	h16030008
10010737	f49027	q39114NWA2	h16020301
10010738	f49027	q39114NWA3	h16020301
10010739	f49001	q39114SWH2	h16030007
10010740	f49001	q39114SWH2	h16030007
10010741	f49001	q39114SWG2	h16030007
10010742	f49001	q39114SWG2	h16030007
10010743	f49001	q39114SWG2	h16030007
10010744	f49001	q39114SWH2	h16030007
10010745	f49027	q40114SWH2	h16030005
10010746	f49001	q39114SWG2	h16030007
10010747	f49001	q39114SWH1	h16030007
10010748	f49001	q39114SWH1	h16030007
10010749	f49001	q39114SEB2	h16030007
10010750	f49001	q39114SEB2	h16030007
10010751	f49001	q39114SWH2	h16030007
10010752	f49001	q39114SWH1	h16030007
10010753	f49001	q39114SWG2	h16030007
10010754	f49027	q39114NWG3	h16030009
10010755	f49027	q39114NED4	h16030007
10010756	f30001	q46114SEB1	h10020004
10010757	f30001	q46114SWH2	h10020002
10010758	f30001	q46114SWH2	h10020002
10010759	f30001	q46114SWH2	h10020002
10010760	f30001	q46114SWH2	h10020002
10010761	f30001	q46114SWH2	h10020002
10010762	f30001	q46114SWH2	h10020002
10010763	f30001	q46114SWH2	h10020002
10010764	f30001	q46114SEA3	h10020002
10010765	f30043	q46114NEH1	h10020005
10010766	f30001	q46114SEA3	h10020002
10010767	f30001	q46114SEB2	h10020002
10010768	f30001	q46114SEB2	h10020002
10010769	f30001	q46114SEA2	h10020002
10010770	f46103	q44104NWE1	h10120109
10010771	f46033	q44104NWC2	h10120109
10010772	f46033	q44104NWC3	h10120106
10010773	f46103	q44104NWE2	h10120109
10010774	f46033	q44104NWD2	h10120109
10010775	f46103	q44104NWD1	h10120109
10010776	f46103	q44104NWE1	h10120109
10010777	f46033	q44104NWC2	h10120109
10010778	f46103	q44104NWD1	h10120109
10010779	f46103	q44104NWD1	h10120109
10010780	f46103	q44104NWD1	h10120109
10010781	f46103	q44104NWF1	h10120109
10010782	f46103	q44104NWD2	h10120109
10010783	f46103	q44104NWD1	h10120109
10010784	f46103	q44104NWF1	h10120109
10010785	f46103	q44104NWD2	h10120109
10010786	f46033	q44104NWC3	h10120109
10010787	f46103	q44104NWC1	h10120109
10010788	f46033	q44104NWC2	h10120109
10010789	f46033	q44104NWC2	h10120109
10010790	f46033	q44104NWE2	h10120109
10010791	f46103	q44104NWD1	h10120109
10010792	f46033	q44104NWC2	h10120109
10010793	f46033	q44104NWC2	h10120109
10010794	f46103	q44104NWD1	h10120109
10010795	f46033	q44104NWC2	h10120109
10010797	f46103	q44104NWC2	h10120109
10010798	f46033	q44104NWE2	h10120109
10010799	f46103	q44104NWF1	h10120109
10010800	f46103	q44104NWD1	h10120109
10010801	f46033	q44104NWD2	h10120109
10010802	f46033	q44104NWD2	h10120109
10010803	f46103	q44104NWE1	h10120109
10010804	f46103	q44104NWD1	h10120109
10010805	f30001	q46114SED3	h10020002
10010806	f30001	q46114SED3	h10020002
10010807	f30001	q46114SED1	h10020004
10010808	f30057	q46114NEF3	h10020005
10010809	f30001	q46114SED4	h10020002
10010810	f30001	q46114NWH2	h10020004
10010811	f30001	q46114SEE4	h10020002
10010812	f30001	q46114SED4	h10020002
10010813	f30001	q46114NEC3	h10020004
10010814	f30001	q46114NEA3	h10020004
10010815	f30001	q46114NEA3	h10020004
10010816	f30001	q46114NEA3	h10020004
10010817	f30001	q46114NEA3	h10020004
10010818	f30001	q46114SWH1	h10020004
10010819	f30093	q46114NEE2	h10020005
10010820	f30093	q46114NEC2	h10020004
10010821	f30057	q46114NEG2	h10020005
10010822	f30001	q46114NEA4	h10020004
10010823	f30001	q46114SWH2	h10020002
10010824	f30001	q46114SEB1	h10020004
10010825	f30001	q46114SWC2	h10020004
10010826	f30001	q46114NWC4	h10020004
10010827	f30001	q46114SWF4	h10020001
10010828	f30001	q46114NWB3	h10020004
10010829	f30001	q46114SWE3	h10020004
10010830	f30001	q46114SEA2	h10020002
10010831	f30001	q46114NEA4	h10020004
10010832	f30001	q46114SWH1	h10020002
10010833	f30001	q46114NWH4	h10020004
10010834	f30001	q46114NEA3	h10020004
10010835	f30001	q46114NEA3	h10020004
10010836	f30001	q46114NEA3	h10020004
10010837	f30001	q46114NEA3	h10020004
10010838	f30001	q46114NEB4	h10020004
10010839	f30001	q46114NEC3	h10020004
10010840	f30001	q46114NWF4	h10020004
10010841	f08015	q39108NEH3	h11020001
10010842	f08027	q39106SWF4	h11020001
10010843	f08043	q39106SWG1	h11020002
10010844	f08027	q39106SWC3	h11020001
10010845	f08027	q39106SWF3	h11020001
10010846	f08041	q39106NEA1	h11020003
10010847	f08043	q39106NWF3	h11020002
10010848	f08027	q39106SWG4	h11020002
10010849	f08043	q39106SWD1	h11020001
10010850	f08093	q39106NWA1	h10190001
10010851	f08093	q39106NWE1	h10190001
10010852	f08093	q39106NWD3	h11020001
10010853	f08043	q39106SWF1	h11020001
10010854	f08119	q39106NEA3	h11020002
10010855	f08043	q39106NWE4	h11020001
10010856	f08119	q39106NWF1	h10190001
10010857	f08041	q39106NEA2	h11020003
10010858	f08093	q39106NWD2	h11020001
10010860	f08119	q39106NWG1	h10190002
10010861	f08041	q39106NEA4	h11020002
10010862	f08015	q39106NWA4	h11020001
10010863	f08015	q39106NWA4	h11020001
10010864	f08015	q39106NWA4	h11020001
10010865	f08093	q39106NWE1	h10190001
10010866	f08041	q39106NEA1	h11020003
10010867	f08043	q39106SWD1	h11020001
10010868	f08043	q39106SWD2	h11020001
10010869	f08043	q39106SWC1	h11020001
10010870	f08043	q39106SWD2	h11020001
10010871	f08043	q39106SWD2	h11020001
10010872	f08043	q39106SWB1	h11020001
10010873	f08093	q39106NWD3	h11020001
10010874	f08041	q39106NWH1	h11020003
10010875	f08041	q39106NEA2	h11020003
10010877	f08027	q39106SWF4	h11020001
10010878	f08043	q39106SWE1	h11020001
10010879	f08043	q39106SWG1	h11020002
10010880	f08027	q39106SWC3	h11020001
10010882	f08043	q39106SWG1	h11020002
10010883	f08043	q39106SWD1	h11020001
10010884	f08043	q39106SWG1	h11020002
10010886	f08027	q39106SWF3	h11020002
10010887	f08119	q39106NWH2	h11020002
10010889	f08027	q39106SWG4	h11020002
10010890	f08027	q39106SWG4	h11020002
10010892	f08043	q39106SWC1	h11020001
10010893	f08043	q39106SWC1	h11020001
10010894	f08093	q39106NWC1	h10190001
10010895	f08093	q39106NWE1	h10190001
10010896	f08119	q39106NWH1	h10190002
10010897	f08043	q39106SWD1	h11020001
10010898	f08043	q39106SWC2	h11020001
10010899	f08043	q39106SWG1	h11020002
10010900	f08043	q39106SWB1	h11020001
10010901	f08027	q39106SWG4	h11020002
10010902	f08043	q39106SWG1	h11020002
10010903	f08043	q39106SWG1	h11020002
10010904	f30057	q46114NEG4	h10020005
10010905	f30057	q46114NEH4	h10020003
10010906	f30057	q46114NEE3	h10020005
10010907	f30057	q46114NEE3	h10020004
10010908	f30057	q46114NEE3	h10020004
10010909	f30057	q46114NEE4	h10020004
10010910	f30057	q46114NEE4	h10020004
10010911	f30093	q46114NEB2	h10020004
10010912	f30023	q46114NWH1	h10020004
10010913	f29221	q38092NEA2	h07140102
10010914	f29221	q38092NEC1	h07140104
10010915	f29221	q38092NEC1	h07140104
10010916	f29221	q38092NEC1	h07140104
10010917	f29221	q38092NEC1	h07140104
10010918	f29221	q38092NEB1	h07140104
10010919	f29223	q38092SED4	h08020202
10010920	f29055	q38092NWG2	h07140102
10010921	f29186	q38092NEH1	h07140105
10010922	f29093	q38092SED2	h08020202
10010923	f29093	q38092SED1	h08020202
10010924	f29223	q38092SEC3	h08020202
10010925	f29223	q38092SEC4	h08020202
10010926	f29223	q38092SEC4	h11010007
10010927	f29093	q38092SED1	h08020202
10010928	f29223	q38092SEE3	h08020202
10010929	f29187	q38092NEF3	h08020202
10010930	f29203	q38092SWE3	h11010008
10010931	f29203	q38092SWE4	h11010008
10010932	f29203	q38092SWD3	h11010008
10010933	f29203	q38092SWD3	h11010008
10010934	f29215	q38092SWC3	h11010008
10010935	f29203	q38092SWD4	h11010008
10010936	f29203	q38092SWD3	h11010008
10010937	f29203	q38092SWD4	h11010008
10010938	f29203	q38092SWD3	h11010008
10010939	f29203	q38092SWE4	h11010008
10010940	f29215	q38092SWC3	h11010008
10010941	f29203	q38092SWD3	h11010008
10010942	f29203	q38092SWD4	h11010008
10010943	f29203	q38092SWD4	h11010008
10010944	f29203	q38092SWC4	h11010008
10010945	f29203	q38092SWE4	h11010008
10010946	f29091	q38092SWC4	h11010008
10010947	f29203	q38092SWD3	h11010008
10010948	f29215	q38092SWC3	h11010008
10010949	f29215	q38092SWC3	h11010008
10010950	f29215	q38092SWC3	h11010008
10010951	f29091	q38092SWC4	h11010008
10010952	f29093	q38092SED2	h08020202
10010953	f29223	q38092SEE2	h08020202
10010954	f29123	q38092SEE2	h08020202
10010955	f29215	q38092SWC3	h11010008
10010956	f29017	q38092SEH2	h07140107
10010957	f29203	q38092SWG2	h11010008
10010958	f29091	q38092SWA4	h11010011
10010959	f29017	q38092SEH2	h07140107
10010960	f29186	q38092NEH3	h07140105
10010961	f29055	q38092NWG3	h07140102
10010962	f29215	q38092SWC4	h11010008
10010963	f29203	q38092SWD4	h11010008
10010964	f29215	q38092SWC3	h11010008
10010965	f29203	q38092SWD4	h11010008
10010966	f29203	q38092SWD3	h11010008
10010967	f29215	q38092SWC4	h11010008
10010968	f29203	q38092SWD4	h11010008
10010969	f29203	q38092SWD3	h11010008
10010970	f29203	q38092SWD3	h11010008
10010971	f29203	q38092SWD4	h11010008
10010972	f29091	q38092SWA4	h11010011
10010973	f49003	q42114NEF3	h16010204
10010974	f49003	q42114NEG3	h16010204
10010975	f49003	q42114NWA4	h16020308
10010976	f49003	q42114NWA4	h16020308
10010977	f49003	q42114NEE4	h16020309
10010978	f49003	q42114NEF3	h16010204
10010979	f49003	q42114NEF3	h16010204
10010980	f49003	q42114NEF3	h16010204
10010981	f49003	q42114NEF3	h16010204
10010982	f49003	q42114NEF3	h16010204
10010983	f49003	q42114NEF3	h16010204
10010984	f49003	q42114SWF2	h16020308
10010985	f49003	q42114SWF2	h16020308
10010986	f49003	q42114SWF2	h16020308
10010987	f49003	q42114SWF2	h16020308
10010988	f49003	q42116SEH2	h16020308
10010989	f49003	q42116SEH2	h16020307
10010990	f49003	q42114NED3	h16020309
10010991	f49003	q42114SEA4	h16020308
10010992	f49053	q38114SWA1	h15010010
10010993	f49053	q38114SWA1	h15010010
10010994	f49053	q38114SWA1	h15010010
10010995	f49053	q38114SWA1	h15010010
10010996	f49053	q38114SWA1	h15010010
10010997	f49053	q38114SWA1	h15010010
10010998	f49053	q38114SWA1	h15010010
10010999	f49053	q38114SWA1	h15010010
10011000	f49053	q38114SWB2	h15010008
10011001	f49053	q38114SWB2	h15010008
10011002	f49053	q38114SWA1	h15010010
10011003	f49053	q38114SWB2	h15010008
10011004	f49053	q38114NWB4	h16030006
10011005	f49053	q38114NWB4	h16030006
10011006	f49053	q38114NWB4	h16030006
10011007	f49053	q38114SWH1	h15010008
10011008	f49053	q38114SWG1	h15010008
10011009	f49021	q38114NEB4	h16030001
10011010	f49021	q38114NEB3	h16030006
10011011	f49021	q38114NEB3	h16030006
10011012	f49021	q38114NWC2	h16030006
10011013	f49021	q39114SWD3	h16030006
10011014	f49021	q39116SEH4	h16020301
10011015	f49021	q39116SEH4	h16020301
10011016	f49021	q39116SEH4	h16020301
10011017	f49021	q39116SEH4	h16020301
10011018	f49021	q38114NEA1	h16030006
10011019	f49021	q38114NWG3	h16030006
10011020	f49021	q38114NWG3	h16030006
10011021	f49021	q38114NWG3	h16030006
10011022	f49021	q38114NWG3	h16030006
10011023	f49021	q38114NWG3	h16030006
10011024	f49021	q38114NED1	h16030006
10011025	f49021	q38114NWG1	h16030006
10011026	f49021	q38116NEH1	h16030006
10011027	f49021	q38116NEH1	h16020301
10011028	f32017	q38116NEH1	h16030006
10011029	f49021	q38116NEH1	h16030006
10011030	f49021	q38116NEH1	h16030006
10011031	f49021	q38116NEH1	h16020301
10011032	f49021	q38116NEH1	h16020301
10011033	f49003	q42114SEA4	h16020308
10011034	f49003	q42114SEH1	h16010204
10011035	f49003	q42114SEH1	h16020102
10011036	f49003	q42114SEH1	h16020102
10011037	f49021	q38114NEB1	h16030006
10011038	f49021	q38114NEB1	h16030006
10011039	f49021	q38114NWD3	h16030006
10011040	f49021	q38114NWD3	h16030006
10011041	f49021	q38114NWD3	h16030006
10011042	f49021	q38114NWD3	h16030006
10011043	f49021	q38114NWA2	h16030006
10011044	f49021	q39114SEA4	h16030007
10011045	f49021	q38114NWG4	h15010008
10011046	f49021	q39114SWE4	h16030006
10011047	f49021	q38114NWG4	h16030006
10011048	f49021	q38114NWG4	h16030006
10011049	f49003	q42114NEF3	h16010204
10011050	f49053	q38116SEH3	h15010010
10011051	f49053	q38114NWD4	h16030006
10011052	f49053	q38114SWG4	h15010008
10011053	f49053	q38114SWG4	h15010008
10011054	f49053	q38114SWH2	h15010008
10011055	f49053	q38114SWH2	h15010008
10011056	f49053	q38114SWF2	h15010008
10011057	f49053	q38114SWB4	h15010010
10011058	f49053	q38114SWG4	h15010008
10011059	f49053	q38114SWG1	h15010008
10011060	f49053	q38114SWG1	h15010008
10011061	f49021	q38114SWG1	h15010008
10011062	f49053	q38114SWC1	h15010008
10011063	f49053	q38114SWD1	h15010008
10011064	f49053	q38114SWD1	h15010008
10011065	f49053	q38114SWA4	h15010010
10011066	f49053	q38114SWA4	h15010010
10011067	f49053	q38114SWB4	h15010010
10011068	f49053	q38114NWC4	h15010008
10011069	f49053	q38114NWC4	h16030006
10011070	f49053	q38114NWC4	h16030006
10011071	f49053	q38116SEH1	h15010010
10011072	f49053	q38116SEH1	h15010010
10011073	f49053	q38116SEH1	h15010010
10011074	f49053	q38114SWC1	h15010008
10011075	f49003	q42114SEE3	h16020309
10011076	f49003	q42114NEG1	h16010204
10011077	f49011	q42114SEG4	h16020310
10011078	f49003	q42114NEE1	h16020309
10011079	f49003	q42114NEE1	h16020309
10011080	f49003	q42114NED1	h16020309
10011081	f49003	q42114NED1	h16020309
10011082	f49003	q42114NEF4	h16010204
10011083	f49003	q42114NWB4	h16020308
10011084	f49003	q42114NWB4	h16020308
10011085	f49003	q42114NEG2	h16010204
10011086	f49003	q42114NEE1	h16020309
10011087	f49003	q42114NEE1	h16020309
10011088	f49003	q42114NEE1	h16020309
10011089	f49003	q42114SEE3	h16020309
10011090	f49003	q42114SEE3	h16020309
10011091	f49003	q42114SEE1	h16020309
10011092	f49003	q42114SEE1	h16020309
10011093	f49003	q42114NEH2	h16010204
10011094	f49003	q42114NEC1	h16020309
10011095	f49003	q42114NEC1	h16020309
10011096	f49003	q42114NWB4	h16020308
10011097	f49003	q42114NEH3	h16010204
10011098	f49003	q42114NEH3	h16010204
10011099	f49003	q42114SWH2	h16020308
10011100	f49003	q42114SEA2	h16020310
10011101	f49003	q42116NEH1	h17040211
10011102	f49003	q42114NEE3	h16020309
10011103	f49003	q42114SEB3	h16020308
10011104	f49003	q42114NEC3	h16020309
10011105	f49021	q38114NWF3	h16030006
10011106	f49021	q38114NWF3	h16030006
10011107	f49021	q38114NWF3	h16030006
10011108	f49021	q38114NWF3	h16030006
10011109	f49021	q38114NWF3	h16030006
10011110	f49003	q42114SEA4	h16020308
10011111	f49021	q38114NWF3	h16030006
10011112	f49021	q38114NWF3	h16030006
10011113	f49021	q38114NWF3	h16030006
10011114	f49021	q38114NWF3	h16030006
10011115	f49021	q38114NWF3	h16030006
10011116	f49021	q38114NWF3	h16030006
10011117	f49003	q42114NEH2	h16010204
10011118	f49003	q42114NWH4	h16020308
10011119	f49021	q38114NWG3	h16030006
10011120	f49021	q38114NWG3	h16030006
10011121	f49003	q42114SWC4	h16020308
10011122	f49003	q42114SWA1	h16020308
10011123	f49003	q42114SWA1	h16020308
10011124	f49003	q42114SWB1	h16020308
10011125	f49003	q42114NEE3	h16020309
10011126	f49003	q42114NEE3	h16020309
10011127	f49003	q42114NEB3	h16020309
10011128	f49003	q42114SWC4	h16020308
10011129	f49003	q42114SEH2	h16020102
10011130	f49003	q42114SWB2	h16020308
10011131	f49003	q42114SWB2	h16020308
10011132	f49003	q42116SEH3	h16020307
10011133	f49003	q42112SWA2	h16020102
10011134	f49003	q42114NEG1	h16010204
10011135	f49003	q42114SEE2	h16020309
10011136	f49003	q42114SEE2	h16020309
10011137	f49003	q42114SEE2	h16020309
10011138	f49003	q42114SEH2	h16020102
10011139	f49003	q42114NEG4	h16010204
10011140	f49003	q42114NEH3	h16010204
10011141	f49003	q42114NEF4	h16010204
10011142	f49003	q42114SEE3	h16020309
10011143	f49003	q42114NEG1	h16010204
10011144	f49003	q42114NEH4	h16010204
10011145	f49003	q42114NEH4	h16010204
10011146	f49003	q42114NEF2	h16010204
10011147	f49003	q42114NEF2	h16010204
10011148	f49003	q42114NEG4	h16010204
10011149	f49003	q42114NEC3	h16020310
10011150	f49053	q38114SWD4	h15010008
10011151	f49003	q42114NWB1	h17040210
10011152	f49003	q42114NEH4	h16010204
10011153	f49003	q42114NEH4	h16010204
10011154	f49003	q42114NEA4	h16020310
10011155	f49003	q42114SWB2	h16020308
10011156	f49003	q42114NEB3	h16020309
10011157	f49053	q38114SWD4	h15010010
10011158	f49053	q38114SWE2	h15010008
10011159	f49053	q38114SWF1	h15010008
10011160	f49053	q38114SWF2	h15010008
10011161	f49053	q38114SWF2	h15010008
10011162	f49053	q38114SWF2	h15010008
10011163	f49021	q38114NWF3	h16030006
10011164	f49021	q38114NWF3	h16030006
10011165	f49053	q38114NWF4	h15010008
10011166	f49021	q38114NWF3	h16030006
10011167	f49021	q38114NWH2	h16030006
10011168	f49021	q38114NWH2	h16030006
10011169	f49021	q38114NWH1	h16030006
10011170	f49021	q39114SED3	h16030006
10011171	f49021	q39114SED3	h16030006
10011172	f49021	q38114NWE4	h16030006
10011173	f49021	q38114NWE4	h16030006
10011174	f49021	q38114NWE4	h16030006
10011175	f49021	q38114NEB2	h16030006
10011176	f49021	q38114NEB2	h16030006
10011177	f49021	q38114NEB2	h16030006
10011178	f49021	q38114NEB2	h16030006
10011179	f49021	q39114SWB3	h16020301
10011180	f49021	q38114NWE3	h16030006
10011181	f49021	q38114NWE3	h16030006
10011182	f49021	q38114NWE3	h16030006
10011183	f49021	q38114NWE3	h16030006
10011184	f49021	q38114NWE3	h16030006
10011185	f49021	q38114NWC3	h16030006
10011186	f49021	q38114NWC3	h16030006
10011187	f49021	q38114NWE3	h16030006
10011188	f49021	q38114NWE3	h16030006
10011189	f49053	q38114SWE1	h16030006
10011190	f49021	q38114NWE3	h16030006
10011191	f49021	q38114NWE3	h16030006
10011192	f49021	q38114NWE3	h16030006
10011193	f49021	q38114NEA2	h16030006
10011194	f49021	q38114NEA2	h16030006
10011195	f49021	q38114NEA2	h16030006
