sample_id,patch_filename,patch_path,label,spatial_block_id,spatial_split
MN_BG_0091,patch_MN_BG_0091.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0091.npy,0,19_84,test
MN_BG_0092,patch_MN_BG_0092.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0092.npy,0,22_79,train
MN_BG_0093,patch_MN_BG_0093.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0093.npy,0,20_82,train
MN_BG_0094,patch_MN_BG_0094.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0094.npy,0,21_84,train
MN_BG_0095,patch_MN_BG_0095.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0095.npy,0,16_75,train
MN_BG_0096,patch_MN_BG_0096.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0096.npy,0,22_79,train
MN_BG_0097,patch_MN_BG_0097.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0097.npy,0,21_80,validation
MN_BG_0098,patch_MN_BG_0098.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0098.npy,0,20_79,validation
MN_BG_0099,patch_MN_BG_0099.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0099.npy,0,18_83,validation
MN_BG_0100,patch_MN_BG_0100.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0100.npy,0,18_83,validation
MN_BG_0101,patch_MN_BG_0101.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0101.npy,0,18_85,train
MN_BG_0102,patch_MN_BG_0102.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0102.npy,0,18_84,train
MN_BG_0103,patch_MN_BG_0103.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0103.npy,0,18_86,train
MN_BG_0104,patch_MN_BG_0104.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0104.npy,0,19_86,train
MN_BG_0105,patch_MN_BG_0105.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0105.npy,0,21_80,validation
MN_BG_0106,patch_MN_BG_0106.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0106.npy,0,18_83,validation
MN_BG_0107,patch_MN_BG_0107.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0107.npy,0,16_74,test
MN_BG_0108,patch_MN_BG_0108.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0108.npy,0,21_80,validation
MN_BG_0109,patch_MN_BG_0109.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0109.npy,0,18_83,validation
MN_BG_0110,patch_MN_BG_0110.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0110.npy,0,14_75,train
MN_BG_0111,patch_MN_BG_0111.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0111.npy,0,18_84,train
MN_BG_0112,patch_MN_BG_0112.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0112.npy,0,13_74,validation
MN_BG_0113,patch_MN_BG_0113.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0113.npy,0,18_83,validation
MN_BG_0114,patch_MN_BG_0114.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0114.npy,0,22_79,train
MN_BG_0115,patch_MN_BG_0115.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0115.npy,0,21_79,train
MN_BG_0116,patch_MN_BG_0116.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0116.npy,0,14_76,validation
MN_BG_0117,patch_MN_BG_0117.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0117.npy,0,21_85,test
MN_BG_0118,patch_MN_BG_0118.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0118.npy,0,21_79,train
MN_BG_0119,patch_MN_BG_0119.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0119.npy,0,18_83,validation
MN_BG_0120,patch_MN_BG_0120.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0120.npy,0,15_74,train
MN_BG_0121,patch_MN_BG_0121.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0121.npy,0,18_83,validation
MN_BG_0122,patch_MN_BG_0122.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0122.npy,0,22_80,train
MN_BG_0123,patch_MN_BG_0123.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0123.npy,0,18_86,train
MN_BG_0124,patch_MN_BG_0124.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0124.npy,0,21_78,train
MN_BG_0125,patch_MN_BG_0125.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0125.npy,0,18_84,train
MN_BG_0126,patch_MN_BG_0126.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0126.npy,0,22_78,test
MN_BG_0127,patch_MN_BG_0127.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0127.npy,0,19_84,test
MN_BG_0128,patch_MN_BG_0128.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0128.npy,0,21_80,validation
MN_BG_0129,patch_MN_BG_0129.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0129.npy,0,20_83,test
MN_BG_0130,patch_MN_BG_0130.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0130.npy,0,20_79,validation
MN_BG_0131,patch_MN_BG_0131.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0131.npy,0,18_83,validation
MN_BG_0132,patch_MN_BG_0132.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0132.npy,0,18_84,train
MN_BG_0133,patch_MN_BG_0133.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0133.npy,0,21_79,train
MN_BG_0134,patch_MN_BG_0134.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0134.npy,0,18_84,train
MN_BG_0135,patch_MN_BG_0135.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0135.npy,0,18_83,validation
MN_BG_0136,patch_MN_BG_0136.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0136.npy,0,22_79,train
MN_BG_0137,patch_MN_BG_0137.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0137.npy,0,14_76,validation
MN_BG_0138,patch_MN_BG_0138.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0138.npy,0,18_83,validation
MN_BG_0139,patch_MN_BG_0139.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0139.npy,0,18_84,train
MN_BG_0140,patch_MN_BG_0140.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0140.npy,0,18_83,validation
MN_BG_0141,patch_MN_BG_0141.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0141.npy,0,14_76,validation
MN_BG_0142,patch_MN_BG_0142.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0142.npy,0,22_79,train
MN_BG_0143,patch_MN_BG_0143.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0143.npy,0,15_75,test
MN_BG_0144,patch_MN_BG_0144.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0144.npy,0,13_75,train
MN_BG_0145,patch_MN_BG_0145.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0145.npy,0,19_83,train
MN_BG_0146,patch_MN_BG_0146.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0146.npy,0,15_75,test
MN_BG_0147,patch_MN_BG_0147.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0147.npy,0,19_84,test
MN_BG_0148,patch_MN_BG_0148.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0148.npy,0,14_76,validation
MN_BG_0149,patch_MN_BG_0149.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0149.npy,0,18_84,train
MN_BG_0150,patch_MN_BG_0150.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0150.npy,0,18_83,validation
MN_BG_0151,patch_MN_BG_0151.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0151.npy,0,21_84,train
MN_BG_0152,patch_MN_BG_0152.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0152.npy,0,15_75,test
MN_BG_0153,patch_MN_BG_0153.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0153.npy,0,15_74,train
MN_BG_0154,patch_MN_BG_0154.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0154.npy,0,14_75,train
MN_BG_0155,patch_MN_BG_0155.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0155.npy,0,22_79,train
MN_BG_0156,patch_MN_BG_0156.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0156.npy,0,14_75,train
MN_BG_0157,patch_MN_BG_0157.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0157.npy,0,14_77,train
MN_BG_0158,patch_MN_BG_0158.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0158.npy,0,21_85,test
MN_BG_0159,patch_MN_BG_0159.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0159.npy,0,14_75,train
MN_BG_0160,patch_MN_BG_0160.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0160.npy,0,21_79,train
MN_BG_0161,patch_MN_BG_0161.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0161.npy,0,21_80,validation
MN_BG_0162,patch_MN_BG_0162.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0162.npy,0,18_84,train
MN_BG_0163,patch_MN_BG_0163.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0163.npy,0,21_83,train
MN_BG_0164,patch_MN_BG_0164.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0164.npy,0,21_85,test
MN_BG_0165,patch_MN_BG_0165.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0165.npy,0,18_83,validation
MN_BG_0166,patch_MN_BG_0166.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0166.npy,0,15_75,test
MN_BG_0167,patch_MN_BG_0167.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0167.npy,0,18_84,train
MN_BG_0168,patch_MN_BG_0168.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0168.npy,0,22_84,train
MN_BG_0169,patch_MN_BG_0169.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0169.npy,0,21_84,train
MN_BG_0170,patch_MN_BG_0170.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0170.npy,0,19_84,test
MN_BG_0171,patch_MN_BG_0171.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0171.npy,0,21_78,train
MN_BG_0172,patch_MN_BG_0172.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0172.npy,0,15_74,train
MN_BG_0173,patch_MN_BG_0173.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0173.npy,0,22_79,train
MN_BG_0174,patch_MN_BG_0174.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0174.npy,0,13_76,train
MN_BG_0175,patch_MN_BG_0175.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0175.npy,0,18_84,train
MN_BG_0176,patch_MN_BG_0176.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0176.npy,0,20_85,train
MN_BG_0177,patch_MN_BG_0177.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0177.npy,0,15_75,test
MN_BG_0178,patch_MN_BG_0178.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0178.npy,0,18_84,train
MN_BG_0179,patch_MN_BG_0179.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0179.npy,0,20_83,test
MN_BG_0180,patch_MN_BG_0180.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0180.npy,0,18_84,train
MN_BG_0181,patch_MN_BG_0181.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0181.npy,0,18_83,validation
MN_BG_0182,patch_MN_BG_0182.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0182.npy,0,15_77,train
MN_BG_0183,patch_MN_BG_0183.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0183.npy,0,21_79,train
MN_BG_0184,patch_MN_BG_0184.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0184.npy,0,18_82,train
MN_BG_0185,patch_MN_BG_0185.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0185.npy,0,18_84,train
MN_BG_0186,patch_MN_BG_0186.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0186.npy,0,14_74,train
MN_BG_0187,patch_MN_BG_0187.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0187.npy,0,14_77,train
MN_BG_0188,patch_MN_BG_0188.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0188.npy,0,21_80,validation
MN_BG_0189,patch_MN_BG_0189.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0189.npy,0,18_83,validation
MN_BG_0190,patch_MN_BG_0190.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0190.npy,0,21_79,train
MN_BG_0191,patch_MN_BG_0191.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0191.npy,0,21_78,train
MN_BG_0192,patch_MN_BG_0192.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0192.npy,0,21_79,train
MN_BG_0193,patch_MN_BG_0193.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0193.npy,0,14_74,train
MN_BG_0194,patch_MN_BG_0194.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0194.npy,0,21_85,test
MN_BG_0195,patch_MN_BG_0195.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0195.npy,0,15_76,test
MN_BG_0196,patch_MN_BG_0196.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0196.npy,0,18_84,train
MN_BG_0197,patch_MN_BG_0197.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0197.npy,0,14_75,train
MN_BG_0198,patch_MN_BG_0198.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0198.npy,0,18_85,train
MN_BG_0199,patch_MN_BG_0199.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0199.npy,0,19_83,train
MN_BG_0200,patch_MN_BG_0200.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0200.npy,0,18_83,validation
MN_BG_0201,patch_MN_BG_0201.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0201.npy,0,21_79,train
MN_BG_0202,patch_MN_BG_0202.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0202.npy,0,20_84,test
MN_BG_0203,patch_MN_BG_0203.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0203.npy,0,14_75,train
MN_BG_0204,patch_MN_BG_0204.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0204.npy,0,18_84,train
MN_BG_0205,patch_MN_BG_0205.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0205.npy,0,19_83,train
MN_BG_0206,patch_MN_BG_0206.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0206.npy,0,18_83,validation
MN_BG_0207,patch_MN_BG_0207.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0207.npy,0,15_76,test
MN_BG_0208,patch_MN_BG_0208.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0208.npy,0,22_79,train
MN_BG_0209,patch_MN_BG_0209.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0209.npy,0,21_80,validation
MN_BG_0210,patch_MN_BG_0210.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0210.npy,0,15_75,test
MN_BG_0211,patch_MN_BG_0211.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0211.npy,0,19_84,test
MN_BG_0212,patch_MN_BG_0212.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0212.npy,0,19_84,test
MN_BG_0213,patch_MN_BG_0213.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0213.npy,0,16_75,train
MN_BG_0214,patch_MN_BG_0214.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0214.npy,0,14_75,train
MN_BG_0215,patch_MN_BG_0215.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0215.npy,0,18_85,train
MN_BG_0216,patch_MN_BG_0216.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0216.npy,0,18_84,train
MN_BG_0217,patch_MN_BG_0217.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0217.npy,0,18_83,validation
MN_BG_0218,patch_MN_BG_0218.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0218.npy,0,15_77,train
MN_BG_0219,patch_MN_BG_0219.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0219.npy,0,21_78,train
MN_BG_0220,patch_MN_BG_0220.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0220.npy,0,18_86,train
MN_BG_0221,patch_MN_BG_0221.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0221.npy,0,21_78,train
MN_BG_0222,patch_MN_BG_0222.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0222.npy,0,13_74,validation
MN_BG_0223,patch_MN_BG_0223.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0223.npy,0,20_80,train
MN_BG_0224,patch_MN_BG_0224.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0224.npy,0,21_80,validation
MN_BG_0225,patch_MN_BG_0225.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0225.npy,0,15_75,test
MN_BG_0226,patch_MN_BG_0226.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0226.npy,0,19_83,train
MN_BG_0227,patch_MN_BG_0227.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0227.npy,0,21_85,test
MN_BG_0228,patch_MN_BG_0228.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0228.npy,0,22_78,test
MN_BG_0229,patch_MN_BG_0229.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0229.npy,0,18_86,train
MN_BG_0230,patch_MN_BG_0230.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0230.npy,0,19_84,test
MN_BG_0231,patch_MN_BG_0231.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0231.npy,0,18_84,train
MN_BG_0232,patch_MN_BG_0232.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0232.npy,0,16_77,train
MN_BG_0233,patch_MN_BG_0233.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0233.npy,0,22_79,train
MN_BG_0234,patch_MN_BG_0234.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0234.npy,0,14_74,train
MN_BG_0235,patch_MN_BG_0235.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0235.npy,0,18_84,train
MN_BG_0236,patch_MN_BG_0236.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0236.npy,0,18_83,validation
MN_BG_0237,patch_MN_BG_0237.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0237.npy,0,18_84,train
MN_BG_0238,patch_MN_BG_0238.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0238.npy,0,18_85,train
MN_BG_0239,patch_MN_BG_0239.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0239.npy,0,21_78,train
MN_BG_0240,patch_MN_BG_0240.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0240.npy,0,21_80,validation
MN_BG_0241,patch_MN_BG_0241.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0241.npy,0,18_83,validation
MN_BG_0242,patch_MN_BG_0242.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0242.npy,0,18_84,train
MN_BG_0243,patch_MN_BG_0243.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0243.npy,0,21_78,train
MN_BG_0244,patch_MN_BG_0244.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0244.npy,0,18_84,train
MN_BG_0245,patch_MN_BG_0245.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0245.npy,0,18_83,validation
MN_BG_0246,patch_MN_BG_0246.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0246.npy,0,21_83,train
MN_BG_0247,patch_MN_BG_0247.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0247.npy,0,21_79,train
MN_BG_0248,patch_MN_BG_0248.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0248.npy,0,15_74,train
MN_BG_0249,patch_MN_BG_0249.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0249.npy,0,20_83,test
MN_BG_0250,patch_MN_BG_0250.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0250.npy,0,18_83,validation
MN_BG_0251,patch_MN_BG_0251.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0251.npy,0,18_83,validation
MN_BG_0252,patch_MN_BG_0252.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0252.npy,0,18_83,validation
MN_BG_0253,patch_MN_BG_0253.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0253.npy,0,18_82,train
MN_BG_0254,patch_MN_BG_0254.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0254.npy,0,16_74,test
MN_BG_0255,patch_MN_BG_0255.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0255.npy,0,20_85,train
MN_BG_0256,patch_MN_BG_0256.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0256.npy,0,19_84,test
MN_BG_0257,patch_MN_BG_0257.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0257.npy,0,21_80,validation
MN_BG_0258,patch_MN_BG_0258.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0258.npy,0,18_83,validation
MN_BG_0259,patch_MN_BG_0259.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0259.npy,0,19_83,train
MN_BG_0260,patch_MN_BG_0260.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0260.npy,0,18_83,validation
MN_BG_0261,patch_MN_BG_0261.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0261.npy,0,18_83,validation
MN_BG_0262,patch_MN_BG_0262.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0262.npy,0,15_76,test
MN_BG_0263,patch_MN_BG_0263.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0263.npy,0,14_76,validation
MN_BG_0264,patch_MN_BG_0264.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0264.npy,0,18_84,train
MN_BG_0265,patch_MN_BG_0265.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0265.npy,0,14_75,train
MN_BG_0266,patch_MN_BG_0266.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0266.npy,0,18_83,validation
MN_BG_0267,patch_MN_BG_0267.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0267.npy,0,18_83,validation
MN_BG_0268,patch_MN_BG_0268.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0268.npy,0,18_84,train
MN_BG_0269,patch_MN_BG_0269.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0269.npy,0,20_79,validation
MN_BG_0270,patch_MN_BG_0270.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0270.npy,0,21_80,validation
MN_BG_0271,patch_MN_BG_0271.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0271.npy,0,15_75,test
MN_BG_0272,patch_MN_BG_0272.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0272.npy,0,16_75,train
MN_BG_0273,patch_MN_BG_0273.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0273.npy,0,14_74,train
MN_BG_0274,patch_MN_BG_0274.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0274.npy,0,18_84,train
MN_BG_0275,patch_MN_BG_0275.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0275.npy,0,18_83,validation
MN_BG_0276,patch_MN_BG_0276.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0276.npy,0,18_83,validation
MN_BG_0277,patch_MN_BG_0277.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0277.npy,0,18_83,validation
MN_BG_0278,patch_MN_BG_0278.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0278.npy,0,16_74,test
MN_BG_0279,patch_MN_BG_0279.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0279.npy,0,18_83,validation
MN_BG_0280,patch_MN_BG_0280.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0280.npy,0,20_84,test
MN_BG_0281,patch_MN_BG_0281.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0281.npy,0,18_83,validation
MN_BG_0282,patch_MN_BG_0282.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0282.npy,0,15_75,test
MN_BG_0283,patch_MN_BG_0283.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0283.npy,0,22_79,train
MN_BG_0284,patch_MN_BG_0284.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0284.npy,0,21_82,test
MN_BG_0285,patch_MN_BG_0285.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0285.npy,0,19_84,test
MN_BG_0286,patch_MN_BG_0286.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0286.npy,0,14_75,train
MN_BG_0287,patch_MN_BG_0287.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0287.npy,0,21_84,train
MN_BG_0288,patch_MN_BG_0288.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0288.npy,0,19_84,test
MN_BG_0289,patch_MN_BG_0289.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0289.npy,0,21_86,train
MN_BG_0290,patch_MN_BG_0290.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0290.npy,0,16_75,train
MN_BG_0291,patch_MN_BG_0291.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0291.npy,0,13_74,validation
MN_BG_0292,patch_MN_BG_0292.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0292.npy,0,15_74,train
MN_BG_0293,patch_MN_BG_0293.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0293.npy,0,21_79,train
MN_BG_0294,patch_MN_BG_0294.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0294.npy,0,15_75,test
MN_BG_0295,patch_MN_BG_0295.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0295.npy,0,21_79,train
MN_BG_0296,patch_MN_BG_0296.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0296.npy,0,20_80,train
MN_BG_0297,patch_MN_BG_0297.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0297.npy,0,15_76,test
MN_BG_0298,patch_MN_BG_0298.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0298.npy,0,22_78,test
MN_BG_0299,patch_MN_BG_0299.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0299.npy,0,21_78,train
MN_BG_0300,patch_MN_BG_0300.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0300.npy,0,15_75,test
MN_BG_0301,patch_MN_BG_0301.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0301.npy,0,18_86,train
MN_BG_0302,patch_MN_BG_0302.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0302.npy,0,21_86,train
MN_BG_0303,patch_MN_BG_0303.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0303.npy,0,20_79,validation
MN_BG_0304,patch_MN_BG_0304.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0304.npy,0,14_75,train
MN_BG_0305,patch_MN_BG_0305.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0305.npy,0,19_84,test
MN_BG_0306,patch_MN_BG_0306.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0306.npy,0,13_76,train
MN_BG_0307,patch_MN_BG_0307.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0307.npy,0,18_86,train
MN_BG_0308,patch_MN_BG_0308.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0308.npy,0,19_84,test
MN_BG_0309,patch_MN_BG_0309.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0309.npy,0,22_79,train
MN_BG_0310,patch_MN_BG_0310.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0310.npy,0,19_84,test
